imei1,activation_time
353319582616923,
353319582617103,2023-01-11 15:39:00.9980
353319582617228,2023-01-19 09:39:51.6870
353319582617368,2022-12-29 17:35:22.4330
353319582617764,2023-02-01 11:09:55.3850
353319582617848,2022-12-02 14:19:50.3870
353319582618523,2023-02-02 14:38:21.1320
353319582618580,
353319582618648,2022-12-13 15:46:36.6260
353319582618820,2023-01-24 11:40:39.6790
353319582619463,2023-01-12 14:45:17.7570
353319582619604,
353319582619661,2023-01-10 12:22:54.4490
353319582619687,2022-09-27 13:15:23.5110
353319582620008,2023-01-26 15:01:39.8990
353319582620107,2023-01-06 08:47:14.0950
353319582620180,2022-11-16 17:00:13.9510
353319582620263,2023-01-06 13:15:33.7190
353319582620305,2022-11-05 09:59:55.6540
353319582620701,
353319582621048,2022-09-28 12:51:04.3920
353319582621428,2022-10-28 05:46:29.0500
353319582621501,
353319582621543,2022-12-29 12:35:47.6600
353319582621865,2022-10-20 18:18:50.7920
353319582621881,2022-12-24 16:21:00.6660
353319582621907,2022-09-26 15:03:09.9810
353319582622145,2022-12-16 12:36:48.1860
353319582622301,2022-12-15 09:58:17.1590
353319582622368,2022-12-24 18:35:26.6620
353319582622400,
353319582622509,
353319582622582,2022-12-13 17:48:02.5370
353319582622608,2022-12-10 10:47:56.9850
353319582622624,
353319582622640,2022-12-23 13:57:38.0950
353319582622707,2022-12-26 19:52:17.1550
353319582622806,2023-01-14 20:37:27.5050
353319582622822,2023-01-13 11:53:29.9760
353319582622947,2023-02-14 14:45:40.2610
353319582622988,2022-10-09 12:52:00.4950
353319582623002,2023-01-03 11:24:25.1480
353319582623028,2022-12-16 15:49:02.8670
353319582623085,
353319582623101,2022-12-09 16:29:21.3320
353319582623168,2022-12-13 15:23:30.5710
353319582623200,2022-10-27 16:03:21.4510
353319582623242,2022-12-12 11:42:54.5250
353319582623382,2022-09-10 06:46:42.5770
353319582623689,2022-12-24 08:22:38.9620
353319582623721,2022-11-02 19:41:55.0910
353319582623945,
353319582624067,
353319582624109,2022-12-10 12:24:01.4730
353319582624141,2022-12-16 18:22:44.2140
353319582624307,2022-12-24 19:14:59.8480
353319582624463,2022-12-28 11:10:17.3560
353319582624505,2022-10-12 13:52:07.5650
353319582624562,2022-10-11 12:12:47.8350
353319582624588,2023-02-07 19:07:34.1280
353319582624620,2022-09-13 17:40:01.6760
353319582624661,2023-01-18 13:22:55.7870
353319582624687,2022-09-27 17:28:14.8720
353319582624745,2022-12-01 17:02:40.9260
353319582624786,2022-10-22 12:02:34.2360
353319582624885,2022-11-01 14:38:22.1810
353319582624901,2022-12-23 14:04:27.3490
353319582624927,2022-12-24 20:13:38.6200
353319582625007,2022-10-19 14:02:03.9910
353319582625049,2022-12-24 11:10:12.9860
353319582625064,2022-12-05 09:28:11.1160
353319582625148,2022-12-16 16:24:36.6740
353319582625247,2022-10-29 11:37:44.9410
353319582625304,2022-10-11 17:48:08.5610
353319582625320,2022-10-29 08:42:22.5420
353319582625403,
353319582625460,2022-10-17 19:09:54.7550
353319582625502,2023-01-03 12:16:45.2900
353319582625700,
353319582625767,2022-12-08 07:59:45.4150
353319582625783,2022-10-22 09:57:05.7610
353319582625841,2022-11-29 11:25:24.4480
353319582625866,2022-11-23 09:40:10.5050
353319582625908,2022-12-23 11:40:03.5490
353319582625940,2022-12-21 12:32:03.3040
353319582626005,2022-10-26 12:42:48.6760
353319582626146,2023-01-25 13:47:42.8940
353319582626161,
353319582626286,2022-12-28 12:28:52.1650
353319582626468,2022-09-27 12:19:58.0370
353319582626484,2022-12-21 19:10:19.4480
353319582626567,
353319582626666,2022-10-25 08:55:15.7550
353319582626708,2022-11-14 14:20:42.4460
353319582626765,2023-02-01 16:33:12.7360
353319582626807,2022-10-26 15:32:57.8980
353319582626823,2023-01-30 16:33:41.2500
353319582626906,2022-12-13 11:24:36.9830
353319582627003,2022-12-24 17:26:53.4820
353319582627102,2023-02-01 10:34:56.3150
353319582627128,2022-12-15 16:11:13.8390
353319582627169,2022-11-20 13:35:29.1940
353319582627201,2022-12-27 13:38:48.9880
353319582627300,2022-11-30 12:38:26.5670
353319582627607,2022-12-14 13:23:47.5200
353319582627805,2022-10-17 19:28:51.8890
353319582627961,2023-02-04 10:02:05.5640
353319582628001,2022-11-02 17:14:23.3270
353319582628043,2023-01-21 20:07:23.1680
353319582628282,2022-12-16 16:33:04.2800
353319582628381,2022-11-24 15:12:36.7020
353319582628449,2022-12-22 14:48:32.1550
353319582628621,2022-12-24 14:02:31.0390
353319582628647,2022-09-29 19:29:42.8690
353319582628704,2022-12-18 17:49:02.5380
353319582628902,
353319582628928,2022-11-07 13:09:12.7530
353319582629041,2022-11-11 11:02:42.5230
353319582629140,
353319582629165,2022-12-15 18:49:48.2790
353319582629207,2022-12-14 13:38:31.1370
353319582629264,2022-09-15 16:45:12.3440
353319582629306,2022-09-23 11:59:31.1570
353319582629348,2022-12-24 10:52:01.7800
353319582629462,2023-01-08 12:40:14.8220
353319582629488,2023-01-16 18:08:46.8370
353319582629504,2022-09-27 13:30:47.5440
353319582629587,2022-10-12 19:40:56.6820
353319582629645,2022-12-28 13:07:44.5740
353319582629660,2022-09-23 14:52:58.5100
353319582629686,2022-12-31 12:38:29.8610
353319582629702,2022-12-23 14:16:48.6970
353319582629744,2022-10-26 14:14:40.7930
353319582629827,2023-01-14 10:19:02.3490
353319582629884,2022-10-23 10:01:59.1200
353319582629926,2022-11-22 10:00:01.2520
353319582629942,
353319582630007,
353319582630205,2022-12-15 16:07:53.4960
353319582630387,
353319582630668,2022-10-04 14:58:05.5210
353319582632342,2022-09-27 17:52:10.7040
353319582632581,2022-11-18 17:52:27.4410
353319582633787,2022-11-25 17:11:48.5500
353319582634900,
353319582635105,2022-12-15 16:11:42.4630
353319582635469,
353319582635667,2022-09-27 16:53:40.6690
353319582635782,
353319582635907,
353319582636400,
353319582637028,
353319582637101,2022-09-15 13:23:48.1230
353319582641145,
353319582641541,2023-01-11 13:23:04.4370
353319582641665,
353319582642002,2022-12-23 18:44:24.0880
353319582642085,2022-09-05 17:19:57.5100
353319582642226,
353319583021669,2022-08-30 19:05:52.5560
353319583022089,
353319583022501,
353319583022766,2022-09-13 09:14:53.5830
353319583022923,2022-08-31 15:31:24.6220
353319583023061,
353319583023467,
353319583023509,
353319583023525,
353319583023640,
353319583023764,
353319583023822,
353319583024085,
353319583024127,
353319583024184,
353319583024408,
353319583024564,
353319583024705,
353319583024887,
353319583029563,2022-08-25 12:26:55.3720
353319583030900,
353319583050387,2022-08-25 11:46:34.4080
353319583052409,2022-08-25 11:24:48.0050
353319583053407,2022-08-28 16:31:31.9050
353319583061343,2022-08-25 13:51:56.2780
353319583073769,
353319583082380,2022-10-10 10:14:07.3760
353319583089641,
353319583092843,
353319583094260,
353319583098329,2022-12-17 14:08:00.3050
353319583098741,
353319583099046,2022-09-14 15:02:48.0430
353319583100604,
353319583102188,
353319583103582,2022-12-25 15:20:17.2890
353319583104705,2022-10-15 09:34:11.3030
353319583106403,2022-09-14 13:17:05.8260
353319583106429,2022-12-21 16:29:27.1640
353319583107922,2022-12-21 18:27:05.3890
353319583108367,2022-12-10 09:45:12.3690
353319583108482,2022-09-05 17:49:15.7530
353319583108581,2022-08-25 17:24:46.1870
353319583109001,
353319583109068,2022-08-25 16:33:51.8310
353319583109506,2022-08-25 15:07:41.8940
353319583109720,
353319583109845,
353319583110645,
353319583110702,2022-09-02 15:46:59.1440
353319583111429,2022-12-24 19:03:45.4340
353319583112641,2022-10-20 10:13:37.9440
353319583112666,
353319583112724,2022-12-21 15:41:42.2280
353319583112807,2022-11-04 11:24:57.7300
353319583113169,2022-12-13 15:13:15.8610
353319583113185,2022-12-18 15:43:39.0630
353319583113201,2022-12-13 15:35:57.2070
353319583113243,2022-12-15 19:55:38.6500
353319583113284,2022-09-09 14:55:37.9710
353319583113722,2022-12-24 18:13:12.5440
353319583113888,2022-12-06 10:48:58.8060
353319583114068,
353319583114308,2022-12-15 14:13:10.9650
353319583114480,2022-08-25 13:29:20.8320
353319583114548,2022-08-26 07:42:53.9900
353319583114621,2022-08-27 15:00:53.6970
353319583114829,2022-12-10 15:26:09.1040
353319583114902,2022-09-12 15:17:06.7860
353319583114969,2022-12-12 17:11:33.3190
353319583114985,2022-08-25 22:01:12.5670
353319583115081,
353319583115206,2022-09-06 16:55:46.1910
353319583116584,
353319583116741,
353319583117160,
353319583117962,
353319583118168,2022-08-26 17:49:49.7470
353319583118267,2022-12-29 11:24:15.4090
353319583119307,2022-09-30 10:44:48.2680
353319583119687,
353319583120289,2023-01-03 12:58:07.2250
353319583121048,2022-09-28 17:04:32.2620
353319583121345,2022-12-24 17:54:01.8130
353319583121469,2022-12-16 10:27:54.0700
353319583121584,
353319583122301,2022-12-20 19:38:54.2050
353319583122442,2022-12-23 12:34:08.5650
353319583123424,
353319583124026,2023-01-06 14:39:14.6450
353319583124588,
353319583124620,2022-12-20 15:59:42.8170
353319583124745,
353319583124844,
353319583124901,
353319583124943,2022-12-20 20:05:59.8950
353319583124984,
353319583125205,
353319583125247,
353319583125387,
353319583125601,2022-10-15 11:56:11.1450
353319583125684,2022-08-26 15:13:46.6630
353319583125866,2022-12-22 20:17:28.9570
353319583125981,
353319583126047,2022-08-25 12:46:49.6780
353319583126146,2022-11-12 19:20:35.8050
353319583126187,
353319583126229,
353319583126286,2022-12-30 08:43:35.6950
353319583126302,2022-09-28 18:15:59.0120
353319583126500,
353319583126609,
353319583126781,
353319583126807,
353319583126823,
353319583126906,2022-08-25 11:29:52.4270
353319583126948,
353319583126963,2022-08-27 11:15:47.1360
353319583127102,
353319583127169,2022-08-30 15:11:42.7630
353319583127284,
353319583127300,2022-09-10 15:38:41.7730
353319583127367,
353319583127409,
353319583127441,
353319583127482,2022-08-30 13:15:21.9480
353319583127540,2022-12-23 14:41:57.5860
353319583127763,
353319583127805,
353319583127821,
353319583127888,2022-08-25 16:51:00.5800
353319583127920,2022-12-09 11:42:18.6780
353319583127961,2022-09-17 13:46:20.6640
353319583127987,2022-09-06 04:19:27.5160
353319583128068,
353319583128100,2022-12-30 16:22:53.7380
353319583128126,
353319583128142,
353319583128241,2022-12-23 13:12:10.6630
353319583128340,
353319583128407,
353319583128449,
353319583128506,
353319583128548,2022-09-21 16:34:36.8130
353319583128647,2022-08-25 20:53:26.5460
353319583128803,
353319583128860,2023-01-10 17:35:32.8930
353319583128886,
353319583128944,
353319583128969,
353319583128985,
353319583129041,
353319583129165,2023-02-02 21:09:43.6750
353319583129223,2022-08-25 12:09:37.9030
353319583129249,
353319583129264,2022-08-30 20:31:24.8600
353319583129306,
353319583129447,
353319583129488,
353319583129629,
353319583129801,2022-08-26 15:26:12.5390
353319583129843,
353319583129868,
353319583129884,
353319583129900,2022-12-30 16:14:12.8420
353319583129983,
353319583130007,2022-08-25 13:37:35.1960
353319583130023,2022-08-27 09:30:28.9950
353319583130064,2022-09-27 17:10:52.3070
353319583130106,
353319583130288,
353319583130320,2022-12-30 16:01:06.1510
353319583130346,
353319583130387,
353319583130528,2023-01-17 14:10:54.3650
353319583130627,
353319583130700,
353319583130726,2022-09-14 15:03:40.2950
353319583130742,2022-08-25 16:05:52.3880
353319583130767,2022-08-24 12:01:11.4390
353319583130825,2022-08-26 09:20:01.0970
353319583130841,2022-08-24 17:53:31.9990
353319583130882,2022-12-31 10:26:23.2520
353319583130908,
353319583130924,2022-09-29 15:56:29.4710
353319583130981,2022-11-09 15:50:25.3010
353319583131021,2023-01-07 11:41:46.5410
353319583131047,2022-09-27 09:57:50.8550
353319583131062,2023-01-04 10:49:06.9290
353319583131161,
353319583131260,
353319583131302,2023-01-02 22:15:27.3110
353319583131369,2022-09-15 16:31:01.1570
353319583131401,2022-08-25 19:58:18.2420
353319583131443,2023-01-04 09:48:53.6740
353319583131526,2022-12-21 14:28:23.5370
353319583131542,2022-12-24 20:50:33.5070
353319583131724,2022-08-29 16:13:36.8030
353319583131781,2022-08-25 09:33:53.6350
353319583131807,
353319583131864,2022-09-08 15:59:28.0310
353319583131880,2022-08-25 09:34:40.6960
353319583131922,2022-12-28 15:10:21.4190
353319583131989,
353319583132029,
353319583132060,2022-12-29 09:44:19.3680
353319583132102,2022-08-25 16:18:36.9420
353319583132128,2022-08-25 12:54:52.0270
353319583132144,2022-08-25 15:34:49.3080
353319583132169,2023-01-16 10:14:40.6050
353319583132227,2022-09-02 15:40:27.9430
353319583132243,2023-01-08 15:11:30.9190
353319583132300,2022-08-25 15:51:55.1000
353319583132367,2022-08-27 10:00:31.1000
353319583132383,2022-08-25 11:28:55.1520
353319583132425,2022-08-26 07:37:03.3220
353319583132441,2022-08-26 12:19:27.9250
353319583132466,
353319583132482,
353319583132508,
353319583132524,2022-09-02 11:05:09.6250
353319583132607,
353319583132664,
353319583132680,
353319583132748,
353319583132821,2022-08-25 12:55:38.9730
353319583132904,
353319583132920,
353319583133027,
353319583133043,2022-08-26 17:57:33.8270
353319583133068,
353319583133126,
353319583133209,2022-09-02 12:15:35.8890
353319583133282,2022-08-29 06:41:18.4740
353319583133308,2022-08-25 11:48:22.8570
353319583133340,2022-08-30 12:09:41.4510
353319583133365,2022-12-24 13:25:40.9310
353319583133423,2022-08-25 22:36:08.6960
353319583133548,
353319583133605,2022-08-26 03:31:43.5320
353319583133621,
353319583133704,
353319583133720,
353319583133746,2023-02-08 15:37:17.0570
353319583133787,2023-02-14 14:22:44.6760
353319583133845,2023-02-04 21:10:44.7730
353319583133860,2022-09-14 19:54:59.6850
353319583133886,2023-02-04 12:13:20.6960
353319583133985,
353319583134025,
353319583134041,
353319583134082,
353319583134108,2022-10-25 11:52:16.7620
353319583134124,2023-01-23 14:58:21.1280
353319583134140,
353319583134223,
353319583134249,2023-01-26 17:31:44.4310
353319583134264,2023-02-03 14:48:14.3860
353319583134280,2023-02-14 12:57:22.2830
353319583134306,
353319583134322,
353319583134363,
353319583134447,
353319583134488,2022-08-24 10:31:54.6020
353319583134520,
353319583134686,2022-08-24 12:12:25.1190
353319583134728,
353319583134827,
353319583134843,
353319583134868,2022-09-13 20:46:34.2410
353319583134983,
353319583135006,2023-02-02 14:23:59.2200
353319583135105,2023-02-11 09:53:35.5240
353319583135147,
353319583135162,
353319583135246,
353319583135303,
353319583135402,
353319583135428,2023-02-05 10:49:07.9000
353319583135543,
353319583135600,2022-09-06 12:20:41.6060
353319583135642,
353319583135709,2022-09-14 19:10:55.9790
353319583135766,2022-09-20 09:41:45.0050
353319583135782,2023-02-07 12:19:23.7090
353319583135808,
353319583135824,2022-08-31 14:15:31.3080
353319583135907,2023-02-02 20:54:28.4750
353319583135964,2022-09-07 11:24:14.1900
353319583135980,
353319583136020,
353319583136061,2023-01-31 11:59:09.5880
353319583136145,2023-02-11 09:25:26.4000
353319583136160,2022-09-15 09:11:17.9740
353319583136202,
353319583136228,
353319583136343,
353319583136400,
353319583136426,2022-08-24 09:29:09.1320
353319583136483,2022-09-18 08:29:06.1410
353319583136541,
353319583136665,
353319583136681,2022-09-20 18:49:59.2650
353319583136707,2022-08-25 09:33:00.0190
353319583136749,
353319583136780,2023-01-11 15:32:05.9200
353319583136822,2022-08-26 20:31:31.0410
353319583136848,2022-08-31 18:56:02.9010
353319583136921,2022-08-24 14:10:29.5570
353319583136947,2022-12-16 05:55:35.8590
353319583137002,2022-09-01 13:18:39.0100
353319583137028,2022-08-24 10:03:29.8890
353319583137044,2022-08-30 22:05:21.2960
353319583137069,2022-09-01 19:33:36.8710
353319583137085,2022-08-24 15:16:25.3030
353319583137101,2022-09-11 16:35:40.3180
353319583137127,2022-09-20 14:09:13.6700
353319583137143,2022-08-24 10:39:25.7760
353319583137184,2022-09-10 10:18:31.4590
353319583137200,2022-09-10 08:56:35.8110
353319583137226,2022-09-29 15:47:47.1940
353319583137242,2022-08-31 03:32:27.8950
353319583137267,2022-09-21 09:17:54.3100
353319583137309,2022-09-14 15:32:16.8600
353319583137325,2022-08-25 21:22:17.6000
353319583137366,2022-08-28 10:11:15.7570
353319583137382,2022-08-24 16:40:11.3030
353319583137424,2022-08-25 17:29:24.0290
353319583137507,2022-12-10 15:26:24.6700
353319583137564,2022-09-08 09:42:46.7380
353319583137622,
353319583137663,2022-09-04 13:50:25.7880
353319583137721,2023-02-13 10:46:16.3620
353319583137747,2022-09-08 11:42:57.3670
353319583137762,2022-09-09 12:42:33.3380
353319583137820,2022-08-25 15:00:04.5010
353319583137846,2022-09-08 10:31:46.0740
353319583137861,
353319583137887,2022-09-07 12:38:33.4100
353319583137929,2022-08-25 10:26:07.2030
353319583137945,
353319583137960,2022-08-25 14:29:46.3380
353319583138000,2022-08-25 15:55:06.2250
353319583138026,2022-08-26 17:49:36.7980
353319583138067,
353319583138109,2022-08-25 15:10:07.1050
353319583138125,
353319583138141,2022-08-25 14:19:19.9370
353319583138182,
353319583138224,
353319583138307,
353319583138323,
353319583138364,2022-08-25 16:14:23.9690
353319583138380,
353319583138406,2022-08-25 18:58:06.2850
353319583138448,
353319583138463,2022-12-07 16:48:52.0200
353319583138505,
353319583138521,2023-01-30 11:02:12.6130
353319583138562,2022-10-10 07:31:07.4000
353319583138588,2022-09-16 15:07:56.0510
353319583138620,
353319583138646,2022-10-07 10:02:09.0170
353319583138687,
353319583138729,2022-08-25 11:20:54.2680
353319583138786,
353319583138802,2022-09-02 12:21:02.9630
353319583138828,2022-08-24 09:28:11.0550
353319583138844,2022-09-01 17:23:21.2050
353319583138869,2022-09-07 16:45:21.0520
353319583138885,2022-11-17 16:48:20.1350
353319583138901,
353319583138968,2022-09-03 11:12:20.8110
353319583139008,2022-09-09 15:11:56.6600
353319583139040,2022-09-12 16:33:31.5650
353319583139065,
353319583139081,2022-12-06 16:34:33.5940
353319583139123,2022-08-25 17:02:19.1630
353319583139164,2022-09-02 15:55:12.7420
353319583139180,
353319583139206,2022-08-30 09:38:19.7990
353319583139222,
353319583139248,2022-09-06 14:47:31.2520
353319583139263,2022-12-07 20:55:04.4030
353319583139289,
353319583139305,2022-12-16 12:36:03.8070
353319583139362,2022-09-06 16:57:18.1640
353319583139388,2022-09-02 14:05:57.5740
353319583139404,
353319583139420,2022-10-06 10:50:53.6520
353319583139461,
353319583139529,2022-09-06 08:55:00.5770
353319583139545,2022-12-24 23:21:12.2720
353319583139586,2023-01-22 20:47:31.7480
353319583139628,2022-09-06 17:24:31.6970
353319583139644,2022-08-25 11:27:42.6170
353319583139685,2022-08-25 14:25:26.6410
353319583139701,2022-09-13 14:35:54.5980
353319583139743,
353319583139768,
353319583139784,2022-12-05 20:19:26.6600
353319583139800,2022-08-31 11:25:31.7380
353319583139826,2022-08-25 17:30:08.1050
353319583139867,2022-09-13 14:02:26.2120
353319583139883,2022-08-24 17:29:28.4970
353319583139909,2022-08-26 12:16:48.0770
353319583139925,2022-09-02 12:46:03.8430
353319583139941,2022-09-07 18:05:13.5950
353319583139966,2022-08-30 17:01:22.7290
353319583139982,2022-08-25 14:07:15.3070
353319583140006,
353319583140022,2022-12-07 16:17:08.9740
353319583140048,
353319583140063,2022-09-08 13:35:41.9270
353319583140089,2022-09-07 10:21:23.0860
353319583140147,2022-08-29 17:06:18.9250
353319583140162,2022-09-01 13:04:40.4600
353319583140188,2023-01-02 14:12:07.5920
353319583140246,2022-09-17 19:01:38.0870
353319583140261,2022-08-25 13:16:50.5190
353319583140386,2022-08-28 11:31:27.1660
353319583140402,2022-09-20 17:30:36.5960
353319583140428,2023-02-01 17:04:34.3910
353319583140444,2022-12-14 09:55:10.8440
353319583140469,2022-09-09 14:52:29.6720
353319583140501,2022-08-27 12:57:48.7920
353319583140527,2022-09-09 11:41:22.2240
353319583140543,2023-01-13 15:03:12.3200
353319583140568,2022-08-27 19:14:36.0460
353319583140600,2022-08-25 13:53:30.5100
353319583140709,2022-08-25 14:10:19.7020
353319583140725,2022-08-25 20:28:39.1420
353319583140766,2022-12-25 22:53:37.0650
353319583140782,
353319583140808,2022-08-26 18:18:26.3060
353319583140824,2022-12-16 15:15:58.9140
353319583140840,2023-02-04 18:52:14.0670
353319583140923,2023-01-11 17:31:53.9430
353319583141061,2022-10-01 13:03:44.3610
353319583141103,2023-01-12 23:26:21.8900
353319583141160,
353319583141202,2022-10-08 08:32:55.2440
353319583141228,2022-10-06 03:32:30.3110
353319583141285,2022-12-29 14:54:37.4180
353319583141368,2022-08-25 19:12:37.8700
353319583141426,
353319583141442,2022-09-30 12:42:06.0470
353319583141467,2023-01-11 14:42:53.1150
353319583141509,2023-01-12 17:25:50.2200
353319583141582,2022-08-28 08:13:34.8090
353319583141608,2022-08-25 14:18:22.1620
353319583141624,2023-01-10 18:19:09.4280
353319583141707,2022-09-01 10:34:22.6520
353319583141723,2022-09-07 19:19:55.5240
353319583141780,2022-08-26 14:18:21.2340
353319583141822,2022-09-30 18:44:43.4070
353319583141863,2023-02-01 19:39:28.4500
353319583141962,2022-08-25 14:47:28.4170
353319583141988,2022-10-06 19:03:58.2780
353319583142002,2023-02-01 13:32:54.8670
353319583142044,
353319583142069,2022-08-25 15:26:08.4810
353319583142143,2022-12-07 17:04:04.2860
353319583142184,
353319583142200,
353319583142226,
353319583142309,2022-10-24 15:34:49.7580
353319583142408,2023-01-16 14:41:36.6530
353319583142424,2023-01-16 17:31:10.7280
353319583142440,2022-09-06 13:16:44.5470
353319583142465,2022-08-25 15:28:22.0720
353319583142481,2022-09-13 09:56:34.0700
353319583142549,2022-12-19 19:46:37.0410
353319583142564,
353319583142580,
353319583142648,
353319583142663,2022-09-07 14:04:42.0770
353319583142820,2023-01-11 14:53:48.0300
353319583142887,2022-12-20 20:49:57.6890
353319583142903,2023-01-20 13:33:42.2960
353319583142929,2023-01-28 12:00:04.2980
353319583142986,2022-10-14 15:46:48.9490
353319583143000,2022-11-11 14:43:11.1760
353319583143026,2022-12-12 07:46:50.0880
353319583143042,
353319583143067,
353319583143166,2023-01-20 08:37:35.9290
353319583143182,2022-09-08 16:33:09.8820
353319583143208,2022-12-03 14:23:14.6230
353319583143224,2023-01-25 12:58:23.5670
353319583143240,
353319583143265,2022-08-29 17:25:40.9680
353319583143281,
353319583143349,
353319583143463,
353319583143521,
353319583143547,
353319583143588,
353319583143604,2023-01-19 19:54:59.9690
353319583143646,2022-12-07 20:40:05.6150
353319583143687,2022-10-06 13:55:01.3010
353319583143729,2023-01-10 20:00:30.3730
353319583143745,2022-12-06 15:59:15.9190
353319583143760,
353319583143802,
353319583143828,
353319583143869,2022-09-29 18:08:23.7610
353319583143943,
353319583143968,2022-11-11 16:29:21.2750
353319583144008,2022-10-14 10:00:20.0060
353319583144040,
353319583144107,2022-10-15 11:03:47.3090
353319583144180,
353319583144206,
353319583144289,
353319583144305,
353319583144321,2023-01-05 15:11:51.4800
353319583144362,2022-11-08 15:33:03.0180
353319583144388,2022-12-06 15:24:30.6280
353319583144560,
353319583144586,
353319583144602,2022-09-22 09:53:01.6020
353319583144644,2022-09-29 17:03:40.6260
353319583144768,
353319583144784,2023-01-10 18:47:07.7580
353319583144883,2022-09-27 12:53:20.6600
353319583144941,2023-01-31 14:31:35.5510
353319583145302,2023-01-04 09:19:19.3820
353319583145328,2022-10-10 15:47:28.5590
353319583145344,
353319583145468,2023-01-02 13:32:11.9440
353319583145484,2022-11-09 20:33:13.5830
353319583145666,2023-01-07 13:18:34.1400
353319583145906,2022-09-23 11:06:44.9870
353319583145963,2022-12-30 13:38:46.3790
353319583146086,2022-09-21 12:14:31.4410
353319583146102,2023-01-10 12:13:21.2070
353319583146227,2023-01-06 16:12:01.2290
353319583146284,2022-09-23 08:42:13.9310
353319583146482,2022-09-20 15:22:02.3680
353319583173205,
353319583173908,
353319583181844,2022-12-27 16:13:13.5330
353319583226383,2022-11-02 15:47:27.1180
353319583226441,
353319583226482,2022-12-01 15:43:37.7730
353319583226748,2022-11-22 15:24:01.5500
353319583226805,2022-09-28 15:29:41.6650
353319583226821,
353319583226847,2022-11-18 13:45:44.7440
353319583226946,2023-01-02 19:42:55.4410
353319583226961,
353319583226987,
353319583227001,
353319583297905,
353319583393662,
353319583393688,
353319583393720,
353319583393746,
353319583393761,
353319583393787,
353319583393803,
353319583393829,2022-11-19 11:31:30.9400
353319583393860,2022-10-15 18:48:02.8960
353319583411522,
353319583411548,2022-12-24 13:47:51.0590
353319583411563,
353319583411589,
353319583411605,
353319583411621,2023-01-21 14:18:37.3700
353319583411647,
353319583411662,2022-11-10 09:34:32.0940
353319583411688,
353319583411704,2022-12-10 10:17:32.1490
353319583411720,
353319583411746,2023-01-04 14:03:56.8590
353319583411761,2022-11-05 13:05:39.0220
353319583411787,
353319583411803,
353319583411829,2022-11-28 16:08:49.2820
353319583411860,2023-01-19 15:23:13.2930
353319583411886,2022-11-08 15:20:45.7020
353319583411902,
353319583411928,2022-12-13 12:57:38.4340
353319583411969,2022-11-05 11:55:32.2180
353319583411985,
353319583412009,2022-11-10 11:51:50.6310
353319583412025,2022-11-22 17:45:34.8420
353319583412041,
353319583412066,
353319583412108,2022-12-14 10:50:21.0870
353319583412124,2022-11-23 16:56:48.7440
353319583412140,2022-11-14 14:43:00.5040
353319583412165,2022-12-23 09:39:33.0260
353319583412181,
353319583412207,
353319583412223,
353319583412249,
353319583412280,2022-09-28 17:49:03.5950
353319583412306,2022-12-19 14:39:27.8300
353319583412322,2022-12-18 20:32:31.5110
353319583412348,
353319583412363,
353319583412389,2022-12-24 14:34:49.9120
353319583412405,2022-11-07 14:36:50.8280
353319583412421,
353319583412447,
353319583412462,
353319583412488,2022-10-01 12:02:05.8830
353319583412504,
353319583412520,
353319583412546,2022-12-18 12:47:58.3080
353319583412561,
353319583412587,2022-11-05 10:36:59.5190
353319583412603,
353319583412629,2022-11-05 12:21:18.6510
353319583412645,
353319583412660,
353319583412686,2022-11-08 08:22:36.8990
353319583412702,
353319583412728,
353319583412744,2022-12-10 12:24:08.4090
353319583412769,
353319583412785,2022-11-26 14:10:50.4560
353319583412801,2022-11-04 14:35:11.8200
353319583412827,2023-01-22 12:59:45.8180
353319583412843,
353319583412868,
353319583412884,2022-12-01 18:02:15.6110
353319583412900,2022-09-30 12:04:07.1310
353319583412926,
353319583412942,2022-12-30 19:09:48.1230
353319583412967,2022-11-10 19:34:51.4040
353319583412983,2022-09-04 22:21:40.9390
353319583413007,
353319583413023,2022-11-02 10:56:32.1320
353319583413049,
353319583413064,2022-12-10 12:48:25.8930
353319583413080,
353319583413106,2022-11-11 10:49:02.6910
353319583413122,
353319583413163,2022-12-13 17:48:30.9210
353319583413189,
353319583413205,
353319583413221,2022-12-12 13:29:41.1890
353319583413247,2022-11-05 11:36:17.6520
353319583413262,
353319583413288,
353319583413304,2022-08-30 08:48:08.1140
353319583413320,2022-09-28 11:44:16.3990
353319583413346,
353319583413361,2022-12-15 15:24:21.1700
353319583413387,2022-12-15 13:09:08.9490
353319583413403,2022-11-02 16:05:33.1970
353319583413429,
353319583413445,2022-09-29 15:03:03.4830
353319583413460,2022-08-30 15:35:32.0880
353319583413486,2022-09-15 12:47:22.4670
353319583413502,
353319583413528,2022-12-13 17:52:38.6540
353319583413544,2023-01-18 15:00:47.4120
353319583413569,
353319583413627,
353319583413643,
353319583413668,2022-12-24 18:21:48.7280
353319583413684,2022-09-30 12:09:15.2650
353319583413700,
353319583413726,
353319583413742,2022-12-20 08:34:23.9790
353319583413767,2022-10-14 07:34:46.9220
353319583413783,
353319583413809,
353319583413825,2023-01-18 20:55:51.0970
353319583413841,2023-02-13 09:32:43.4860
353319583413866,
353319583413882,2022-10-29 18:13:03.5220
353319583413908,
353319583413924,
353319583413940,
353319583413965,
353319583413981,2022-11-12 13:26:04.4470
353319583414005,2022-11-14 17:49:23.4700
353319583414021,
353319583414047,2022-11-12 15:10:19.9430
